# num lines	# mcdc coverage	# branch coverage	# num trans	# trans with more than 2 conds
1	0.0	0.0	1	1
10	0.0	0.125	1	1
11	0.0	0.125	2	2
12	0.0	0.125	3	3
13	0.0	0.125	4	4
14	0.0	0.125	5	5
15	0.0	0.125	6	6
16	0.0	0.125	7	7
2726	0.125	0.125	7	7
2743	0.125	0.25	7	7
2843	0.25	0.375	7	7
2848	0.25	0.375	8	7
4444	0.25	0.5	8	7
#5270306	0.25	0.5	8	7
